label,fp,dd,untainting,Explor SAT,Explor UNSAT,Explor other,Explor total,Explor time,CF SAT,CF UNSAT,CF other,CF total,CF time,Mem SAT,Mem UNSAT,Mem other,Mem total,Mem time,Insec SAT,Insec UNSAT,Insec other,Insec total,Insec time,Model total,Model time,Enum total,Enum time,enum_limit_reached,Total SAT,Total UNSAT,Total other,Total total,Total time,average query size, max query size,done checks,spared checks,paths,conditions,forks,unresolved_fork,resolved_forks,discarded,min_transient_dj,dba_instructions,x86instructions,addresses,merged,refused,aborted,wall time,MAX_DEPTH,MAX_PATH,TIMEOUT,store,canonical,mem_type,solver,bopt,transient_paths_pht,transient_paths_stl,pht_status,pht_dynamic,stl_status,max_spec_depth,violations,max_depth_reached,max_paths_reached,syscalls,solver_timeout_reached,enum_limit_reached,timeout_reached,interrupted,out_of_memory,exit_code,
donna_O0_main,1,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0,0.000000,-nan,0,0,6549394,1,56512,118294,0,0,118294,0,45902101,10323244,7033,0,0,0,994.037143,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
donna_O1_main,1,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0,0.000000,-nan,0,0,4184593,1,42846,102027,0,0,102027,0,26798087,4926575,3971,0,0,0,676.672571,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
donna_O2_main,1,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0,0.000000,-nan,0,0,2131362,1,42846,102027,0,0,102027,0,15818263,2651144,2244,0,0,0,443.657640,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
donna_O3_main,1,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0,0.000000,-nan,0,0,1696491,1,402,43464,0,0,43464,0,14675129,2458136,4444,0,0,0,418.346119,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
donna_Of_main,1,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0,0.000000,-nan,0,0,1696491,1,402,43464,0,0,43464,0,14675129,2458136,4444,0,0,0,416.027126,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
donna_O0_main,1,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0,0.000000,-nan,0,0,46089531,776068,776073,13082688,13080738,1950,13855863,0,213550513,35885696,6025,0,0,0,3600.003076,0,0,inf,relational,1,row-map,boolector,0,776068,0,ExplicitSmarter,Full,NoSTL,200,0,0,0,0,0,0,1,0,0,Unknown
donna_O1_main,1,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0,0.000000,-nan,0,0,5169550,53684,53683,253228,11248,241980,306911,0,32493483,5941484,3971,0,0,0,816.833369,0,0,inf,relational,1,row-map,boolector,0,53683,0,ExplicitSmarter,Full,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
donna_O2_main,1,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0,0.000000,-nan,0,0,4887646,135604,135603,529708,34544,495164,665311,0,35308066,6041211,2244,0,0,0,879.179370,0,0,inf,relational,1,row-map,boolector,0,135603,0,ExplicitSmarter,Full,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
donna_O3_main,1,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0,0.000000,-nan,0,0,1778982,627,626,54398,626,53772,55024,0,15396565,2581627,4444,0,0,0,428.376166,0,0,inf,relational,1,row-map,boolector,0,626,0,ExplicitSmarter,Full,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
donna_Of_main,1,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0,0.000000,-nan,0,0,1778982,627,626,54398,626,53772,55024,0,15396565,2581627,4444,0,0,0,428.149535,0,0,inf,relational,1,row-map,boolector,0,626,0,ExplicitSmarter,Full,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
donna_O0_main,1,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0,0.000000,-nan,0,0,47944894,811292,811301,13566443,13564367,2076,12752011,0,222146196,37404178,6025,0,0,0,3600.003353,0,0,inf,relational,1,row-map,boolector,0,811292,0,Haunted,Full,NoSTL,200,0,0,0,0,0,0,1,0,0,Unknown
donna_O1_main,1,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0,0.000000,-nan,0,0,5169550,53684,53683,253228,11248,241980,199545,0,32493483,5941484,3971,0,0,0,821.798112,0,0,inf,relational,1,row-map,boolector,0,53683,0,Haunted,Full,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
donna_O2_main,1,1,1,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,0,0,0,0,0.000000,-nan,0,0,4887646,135604,135603,529708,34544,495164,394105,0,35308066,6041211,2244,0,0,0,876.966819,0,0,inf,relational,1,row-map,boolector,0,135603,0,Haunted,Full,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
