label,fp,dd,untainting,Explor SAT,Explor UNSAT,Explor other,Explor total,Explor time,CF SAT,CF UNSAT,CF other,CF total,CF time,Mem SAT,Mem UNSAT,Mem other,Mem total,Mem time,Insec SAT,Insec UNSAT,Insec other,Insec total,Insec time,Model total,Model time,Enum total,Enum time,enum_limit_reached,Total SAT,Total UNSAT,Total other,Total total,Total time,average query size, max query size,done checks,spared checks,paths,conditions,forks,unresolved_fork,resolved_forks,discarded,min_transient_dj,dba_instructions,x86instructions,addresses,merged,refused,aborted,wall time,MAX_DEPTH,MAX_PATH,TIMEOUT,store,canonical,mem_type,solver,bopt,transient_paths_pht,transient_paths_stl,pht_status,pht_dynamic,stl_status,max_spec_depth,violations,max_depth_reached,max_paths_reached,syscalls,solver_timeout_reached,enum_limit_reached,timeout_reached,interrupted,out_of_memory,exit_code,
spectrev1_case_1,1,1,1,2,0,0,2,0.010857,0,0,0,0,0.000000,0,1,0,1,0.010224,0,1,0,1,0.010224,0,0.000000,0,0.000000,0,2,1,0,3,0.021081,703.333333,843,1,27,2,1,1,0,0,0,0,120,35,31,0,0,0,0.036589,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev1_case_2,1,1,1,2,0,0,2,0.009408,0,0,0,0,0.000000,0,1,0,1,0.007772,0,1,0,1,0.007772,0,0.000000,0,0.000000,0,2,1,0,3,0.017180,752.333333,990,1,40,2,1,1,0,0,0,0,178,51,47,0,0,0,0.030862,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev1_case_3,1,1,1,2,0,0,2,0.007985,0,0,0,0,0.000000,0,1,0,1,0.007551,0,1,0,1,0.007551,0,0.000000,0,0.000000,0,2,1,0,3,0.015536,752.333333,990,1,40,2,1,1,0,0,0,0,178,51,47,0,0,0,0.029407,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev1_case_4,1,1,1,2,0,0,2,0.008233,0,0,0,0,0.000000,0,1,0,1,0.007401,0,1,0,1,0.007401,0,0.000000,0,0.000000,0,2,1,0,3,0.015634,791.666667,1036,1,28,2,1,1,0,0,0,0,156,40,36,0,0,0,0.029042,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev1_case_5,1,1,1,33,1,0,34,0.463048,0,0,0,0,0.000000,0,15,0,15,0.393442,0,15,0,15,0.393442,0,0.000000,0,0.000000,0,33,16,0,49,0.856489,5507.306122,10577,15,393,17,17,17,0,0,1,0,1244,305,42,0,0,0,1.276654,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev1_case_6,1,1,1,2,0,0,2,0.007783,0,0,0,0,0.000000,0,1,0,1,0.007936,0,1,0,1,0.007936,0,0.000000,0,0.000000,0,2,1,0,3,0.015719,947.333333,1087,1,37,2,1,1,0,0,0,0,226,61,54,0,0,0,0.032835,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev1_case_7,1,1,1,5,1,0,6,0.025156,0,0,0,0,0.000000,0,1,0,1,0.003277,0,1,0,1,0.003277,0,0.000000,0,0.000000,0,5,2,0,7,0.028433,948.571429,1266,1,59,3,3,3,0,0,1,0,270,76,51,0,0,0,0.054368,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev1_case_8,1,1,1,2,0,0,2,0.008155,0,0,0,0,0.000000,0,1,0,1,0.007325,0,1,0,1,0.007325,0,0.000000,0,0.000000,0,2,1,0,3,0.015480,704.000000,845,1,32,2,1,1,0,0,0,0,164,48,35,0,0,0,0.028437,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev1_case_9,1,1,1,1,1,0,2,0.005642,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0,0,0,0.000000,0,0.000000,0,0.000000,0,1,1,0,2,0.005642,461.000000,461,0,12,1,1,1,0,0,1,0,55,16,16,0,0,0,0.013133,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev1_case_10,1,1,1,11,0,0,11,0.157724,0,1,0,1,0.007710,0,0,0,0,0.000000,0,1,0,1,0.007710,0,0.000000,0,0.000000,0,11,1,0,12,0.165434,920.250000,985,1,37,3,2,2,0,0,0,0,135,42,34,0,0,0,0.198759,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev1_case_11gcc,1,1,1,34,1,0,35,0.654183,0,1,0,1,0.003713,0,1,0,1,0.007692,0,2,0,2,0.011405,0,0.000000,0,0.000000,0,34,3,0,37,0.665588,1444.243243,1555,2,51,2,4,4,0,0,3,0,252,77,67,0,0,0,0.780137,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev1_case_11ker,1,1,1,32,1,0,33,0.517858,0,1,0,1,0.003283,0,1,0,1,0.007953,0,2,0,2,0.011236,0,0.000000,0,0.000000,0,32,3,0,35,0.529094,1621.428571,1749,2,80,2,4,4,0,0,3,0,283,79,72,0,0,0,0.643979,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev1_case_11sub,1,1,1,2,0,0,2,0.008677,0,0,0,0,0.000000,0,1,0,1,0.008134,0,1,0,1,0.008134,0,0.000000,0,0.000000,0,2,1,0,3,0.016811,845.666667,1270,1,62,2,3,3,0,0,2,0,239,66,62,0,0,0,0.033254,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev1_case_12,1,1,1,2,0,0,2,0.023816,0,0,0,0,0.000000,0,1,0,1,0.015575,0,1,0,1,0.015575,0,0.000000,0,0.000000,0,2,1,0,3,0.039391,1005.666667,1262,1,38,2,1,1,0,0,0,0,212,57,50,0,0,0,0.054657,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev1_case_13,1,1,1,2,0,0,2,0.008353,0,0,0,0,0.000000,0,1,0,1,0.008069,0,1,0,1,0.008069,0,0.000000,0,0.000000,0,2,1,0,3,0.016422,740.333333,894,1,33,2,3,3,0,0,2,0,154,47,40,0,0,0,0.030294,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev1_case_14,1,1,1,2,0,0,2,0.008300,0,0,0,0,0.000000,0,1,0,1,0.008867,0,1,0,1,0.008867,0,0.000000,0,0.000000,0,2,1,0,3,0.017167,903.000000,1130,1,38,2,1,1,0,0,0,0,202,56,49,0,0,0,0.031808,0,0,inf,relational,1,row-map,boolector,0,0,0,NoPHT,Static,NoSTL,200,0,0,0,0,0,0,0,0,0,Secure
spectrev1_case_1,1,1,1,2,0,0,2,0.008447,0,0,0,0,0.000000,1,0,0,1,0.016659,1,0,0,1,0.016659,0,0.000000,0,0.000000,0,3,0,0,3,0.025106,702.333333,843,2,38,4,1,1,1,0,0,0,178,54,31,0,0,0,0.038173,0,0,inf,relational,1,row-map,boolector,0,2,0,ExplicitSmarter,Full,NoSTL,200,1,0,0,0,0,0,0,0,0,Insecure
spectrev1_case_2,1,1,1,2,0,0,2,0.007960,0,0,0,0,0.000000,1,0,0,1,0.016076,1,0,0,1,0.016076,0,0.000000,0,0.000000,0,3,0,0,3,0.024036,751.333333,990,2,64,4,1,1,1,0,0,0,294,86,47,0,0,0,0.040647,0,0,inf,relational,1,row-map,boolector,0,2,0,ExplicitSmarter,Full,NoSTL,200,1,0,0,0,0,0,0,0,0,Insecure
spectrev1_case_3,1,1,1,2,0,0,2,0.007492,0,0,0,0,0.000000,1,0,0,1,0.015804,1,0,0,1,0.015804,0,0.000000,0,0.000000,0,3,0,0,3,0.023296,751.333333,990,2,64,4,1,1,1,0,0,0,294,86,47,0,0,0,0.040658,0,0,inf,relational,1,row-map,boolector,0,2,0,ExplicitSmarter,Full,NoSTL,200,1,0,0,0,0,0,0,0,0,Insecure
spectrev1_case_4,1,1,1,2,0,0,2,0.009171,0,0,0,0,0.000000,1,0,0,1,0.016076,1,0,0,1,0.016076,0,0.000000,0,0.000000,0,3,0,0,3,0.025247,790.666667,1036,2,40,4,1,1,1,0,0,0,234,62,36,0,0,0,0.041388,0,0,inf,relational,1,row-map,boolector,0,2,0,ExplicitSmarter,Full,NoSTL,200,1,0,0,0,0,0,0,0,0,Insecure
spectrev1_case_5,1,1,1,376,316,0,692,15.841478,0,0,0,0,0.000000,1,0,0,1,0.023556,1,0,0,1,0.023556,0,0.000000,0,0.000000,0,377,316,0,693,15.865034,9075.689755,19593,343,9067,407,346,346,346,0,632,0,27241,6824,42,0,0,0,26.503763,0,0,inf,relational,1,row-map,boolector,0,390,0,ExplicitSmarter,Full,NoSTL,200,1,0,0,0,0,0,0,0,0,Insecure
spectrev1_case_6,1,1,1,2,0,0,2,0.008694,0,0,0,0,0.000000,1,0,0,1,0.019670,1,0,0,1,0.019670,0,0.000000,0,0.000000,0,3,0,0,3,0.028364,946.333333,1087,2,52,4,1,1,1,0,0,0,314,86,54,0,0,0,0.046501,0,0,inf,relational,1,row-map,boolector,0,2,0,ExplicitSmarter,Full,NoSTL,200,1,0,0,0,0,0,0,0,0,Insecure
spectrev1_case_7,1,1,1,8,2,0,10,0.041291,0,0,0,0,0.000000,1,0,0,1,0.018061,1,0,0,1,0.018061,0,0.000000,0,0.000000,0,9,2,0,11,0.059352,998.818182,1266,2,136,12,5,5,5,0,4,0,610,181,51,0,0,0,0.101494,0,0,inf,relational,1,row-map,boolector,0,9,0,ExplicitSmarter,Full,NoSTL,200,1,0,0,0,0,0,0,0,0,Insecure
spectrev1_case_8,1,1,1,2,0,0,2,0.008410,0,0,0,0,0.000000,1,0,0,1,0.015646,1,0,0,1,0.015646,0,0.000000,0,0.000000,0,3,0,0,3,0.024056,703.000000,845,2,52,4,1,1,1,0,0,0,266,80,35,0,0,0,0.039988,0,0,inf,relational,1,row-map,boolector,0,2,0,ExplicitSmarter,Full,NoSTL,200,1,0,0,0,0,0,0,0,0,Insecure
spectrev1_case_9,1,1,1,1,1,0,2,0.006398,0,0,0,0,0.000000,1,0,0,1,0.013047,1,0,0,1,0.013047,0,0.000000,0,0.000000,0,2,1,0,3,0.019445,531.333333,672,1,18,2,1,1,1,0,2,0,102,30,26,0,0,0,0.030179,0,0,inf,relational,1,row-map,boolector,0,1,0,ExplicitSmarter,Full,NoSTL,200,1,0,0,0,0,0,0,0,0,Insecure
spectrev1_case_10,1,1,1,14,0,0,14,0.211060,1,0,0,1,0.017342,0,0,0,0,0.000000,1,0,0,1,0.017342,0,0.000000,0,0.000000,0,15,0,0,15,0.228402,929.800000,988,2,73,10,3,3,3,0,0,0,270,91,34,0,0,0,0.272315,0,0,inf,relational,1,row-map,boolector,0,7,0,ExplicitSmarter,Full,NoSTL,200,1,0,0,0,0,0,0,0,0,Insecure
spectrev1_case_11gcc,1,1,1,1751,47,0,1798,3565.088562,4,24,0,28,0.376823,3,0,0,3,0.066076,7,24,0,31,0.442899,0,0.000000,0,0.000000,0,1758,71,0,1829,3565.531461,7941.542373,14269,98,897,75,75,75,75,0,144,0,4030,1427,77,0,0,0,3600.002250,0,0,inf,relational,1,row-map,boolector,0,75,0,ExplicitSmarter,Full,NoSTL,200,3,0,0,0,0,0,1,0,0,Insecure
spectrev1_case_11ker,1,1,1,1601,31,0,1632,3070.938715,4,0,0,4,0.073224,1,0,0,1,0.017301,5,0,0,5,0.090525,0,0.000000,0,0.000000,0,1606,31,0,1637,3071.029239,9734.281613,18312,67,1691,73,68,68,68,0,132,0,4611,1366,72,0,0,0,3103.515948,0,0,inf,relational,1,row-map,boolector,0,71,0,ExplicitSmarter,Full,NoSTL,200,2,0,0,0,0,0,0,0,0,Insecure
